1	2287
1	2362
1	2371
1	2372
1	2377
1	2379
1	2382
1	2383
1	28173
1	28619
1	28798
1	28922
1	29078
1	29560
1	29572
1	30011
1	30012
1	30018
1	30036
1	30044
1	30051
1	30052
1	30055
1	30095
1	30125
1	30153
1	30164
1	30202
1	30226
1	30232
1	30371
1	30382
1	30384
1	30435
1	30478
1	30490
1	30522
1	30585
1	30601
1	30605
1	30661
1	30662
1	30713
1	30747
1	30749
1	30799
1	30800
1	30827
1	30832
1	30833
1	30840
1	30856
1	30866
1	31605
1	31620
1	31674
1	31917
1	32158
1	32269
1	32271
1	32280
1	32301
1	32931
1	32989
1	33070
1	33113
1	33140
1	33237
1	33268
1	33512
1	33690
1	33900
1	34169
1	34182
1	34314
1	34371
1	34515
1	34548
1	34668
1	34791
1	35000
1	35040
1	35044
1	35211
1	35337
1	35565
1	35568
1	35631
1	35889
1	36140
1	36309
1	36595
1	36756
1	36925
1	37269
1	37294
1	37571
1	37734
1	37976
1	38115
1	38120
1	38504
1	38533
1	39162
1	39414
1	39741
1	39795
1	39834
1	39919
1	39920
1	39957
1	39963
1	40029
1	40181
1	40209
1	40230
1	40237
1	40380
1	40419
1	40504
1	40551
1	40570
1	40611
1	40668
1	40755
1	40845
1	40926
1	41043
1	41157
1	41190
1	41208
1	41271
1	41292
1	41606
1	41610
1	41691
1	41736
1	41737
1	41754
1	41802
1	41883
1	41987
1	42115
1	42147
1	42161
1	42180
1	42243
1	42257
1	42284
1	42322
1	42404
1	42527
1	42590
1	42635
1	42905
1	42989
1	43115
1	43478
1	43565
1	43784
1	43813
1	43850
1	43856
1	44120
1	44528
1	44546
1	44588
1	44683
1	44861
1	45811
1	45912
1	45959
1	45966
1	46030
1	46084
1	46123
1	46285
1	46379
1	46420
1	46423
1	46435
1	46438
1	46441
1	46444
1	46465
1	46597
1	46711
1	46765
1	46777
1	46832
1	46846
1	46865
1	46876
1	46912
1	46927
1	46975
1	46997
1	47026
1	47056
1	47098
1	47116
1	47170
1	47359
1	47458
1	47512
1	47678
1	47809
1	47845
1	47908
1	48302
1	48518
1	48526
1	48906
1	49458
1	49871
1	49911
1	50060
1	50215
1	50270
1	50354
1	50384
1	50411
1	50444
1	50652
1	50660
1	50663
1	50960
1	50966
1	50974
1	51026
1	51029
1	51095
1	51287
1	51321
1	51347
1	51371
1	51434
1	51551
1	52981
1	53203
1	53317
1	53425
1	53674
1	53843
1	54136
1	54325
1	54385
1	54391
1	54457
1	54625
1	54675
1	54920
1	55009
1	55180
1	55452
1	55555
1	55914
1	56007
1	56475
1	56618
1	56874
1	57206
1	58194
1	58487
1	58997
1	58998
1	59001
1	59073
1	59099
1	59229
1	59349
1	59640
1	59976
1	59985
1	60198
1	60564
1	60774
1	60912
1	61205
1	61207
1	61396
1	61423
1	61426
1	61768
1	62053
1	62131
1	62134
1	62548
1	62869
1	62950
1	63025
1	63085
1	63307
1	63460
1	63484
1	63574
1	63691
1	63709
1	63760
1	63780
1	63869
1	64066
1	64094
1	64477
1	64663
1	64717
1	64906
1	64907
1	64933
1	65036
1	65158
1	65365
1	65431
1	65446
1	65523
1	65590
1	65800
1	66043
1	66349
1	66546
1	67120
1	67341
1	67668
1	67878
1	68469
1	68497
1	68499
1	68506
1	68512
1	68622
1	68623
1	68679
1	68869
1	69112
1	69124
1	69280
1	70374
1	70394
1	70461
1	70621
1	70675
1	71281
1	71312
1	71535
1	71616
1	71730
1	71992
1	72082
1	73117
1	73480
1	73720
1	73801
1	73855
1	73970
1	74786
1	74826
1	75547
1	75550
1	75856
1	76096
1	76606
1	76682
1	76840
1	76861
1	76875
1	77017
1	77075
1	77581
1	77608
1	77884
1	78461
1	78560
1	78571
1	78583
1	78811
1	78910
1	78929
1	78970
1	78973
1	79012
1	79085
1	79566
1	79659
1	79705
1	80176
1	81253
1	81604
1	81691
1	81731
1	81841
1	81866
1	82212
1	82240
1	82322
1	82323
1	82444
1	82480
1	82577
1	82662
1	82711
1	82729
1	82969
1	83204
1	83209
1	83309
1	83356
1	83629
1	83720
1	83903
1	84106
1	84167
1	84319
1	84349
1	84411
1	84569
